Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Lab,Certificate #,Treatment,PriceCarat,FancyColor,Fancy Color Intensity,Fancy Color Overtone,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Comment,Country,State,City,Is Matched Pair Separable,Pair Stock #,Allow RapLink Feed,Parcel Stones,Certificate Filename,Diamond Image,3D File,Trade Show,Member Comment,alibabaPrice,ExportToAlibaba
232-226A,G,OV,0.30,J,SI1,VG,VG,VG,N,N,4.93*3.88*2.34,GIA,2357178904,,522.000,,,,60.30,55.00,STK to ETK,,,Faceted,NONE,,,,,,GIA 2357178904,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-54B,G,PB,0.30,J,SI2,VG,EX,G,N,N,5.68*3.73*2.36,GIA,2357622448,,462.000,,,,63.10,63.00,MED to ETK,,,Faceted,NON,,,,,,GIA 2357622448,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
205-6A,G,OV,2.71,M,SI2,G,VG,G,M,BLUE,10.12*7.41*4.41,GIA,2337907905,,4944.000,yellow,,,59.60,60.00,THK to ETK,,,Faceted,NONE,,,,,,GIA 2337907905,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1219-2,G,RBC,0.96,G,I1,VG,VG,VG,N,N,6.32*6.28*3.84,GIA,6345252201,,2251.840,,,,61.00,57.00,,,,,,,16.00,,41.50,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
222-483A,G,OV,0.30,I,SI1,VG,VG,VG,S,BLUE,5.22*3.72*2.32,GIA,2348955700,,550.000,,,,62.30,61.00,VTN to ETK,,,Faceted,NONE,,,,,,GIA 2348955700,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-16A,G,HT,1.00,E,SI1,VG,EX,G,M,BLUE,6.17*7.05*4.08,GIA,7351518364,,2337.000,,,,57.90,63.00,MED to THK,,,Faceted,NON,,,,,,GIA 7351518364 ,Pinpoints are not shown.,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
217-14A,G,OV,1.51,K,VS2,G,EX,VG,N,N,7.93*6.07*4.11,GIA,1345477906,,2736.000,,,,67.70,58.00,MED to VTK,,,Faceted,NONE,,,,,,GIA 1345477906,Clarity grade is based on clouds that are not shown. Internal graining is not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
220-172A,G,PB,0.42,J,VS2,EX,EX,VG,F,N,6.39*4.25*2.56,GIA,7341706684,,736.450,,,,60.20,63.00,MED to THK,,,Faceted,NONE,,,,,,GIA 7341706684,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
215-44A,G,MQ,0.30,F,SI2,VG,VG,G,N,N,7.29*3.53*1.99,GIA,6342484680,,715.000,,,,56.30,62.00,MED to VTK,,,Faceted,NONE,,,,,,GIA 6342484680,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
211-203A,G,CU,1.40,M,SI1,VG,EX,G,N,N,6.08*6.05*4.27,GIA,6342543682,,3200.000,yellow,,,70.60,63.00,STK to ETK,,,Faceted,NONE,,,,,,GIA 6342543682,Clouds are not shown. Pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
7217-7,G,OV,2.01,G,VS1,G,EX,EX,M,N,9.81*7.02*4.30,GIA,1359163407,,7875.000,,,,61.30,62.00,STK to VTK,,,Faceted,,,,,,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
240-15A,G,RBC,0.22,F,VS1,VG,EX,EX,N,N,3.85*3.84*2.41,GIA,7358589207,,0.000,,,,62.70,57.00,MED to STK,,4.00,Faceted,NON,,15.00,35.00,44.00,41.40,GIA 7358589207,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
224-2A,G,RBC,1.80,E,VS2,EX,EX,EX,N,N,7.74*7.72*4.88,GIA,5343808363,,8478.750,,,,63.20,57.00,MED to STK,,3.50,Faceted,NONE,,16.00,36.00,43.50,41.20,GIA 5343808363,Additional clouds are not shown. Pinpoints are not shown.,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
237-127A,G,RBC,0.50,K,SI1,F,EX,VG,S,BLUE,4.81*4.75*3.27,GIA,5356143738,,855.000,,,,68.30,59.00,THN to ETK,,7.50,Faceted,NONE,,16.50,39.50,44.00,41.40,GIA 5356143738,,INDIA,,HONG KONG,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
224-33B,G,HT,0.33,G,IF,EX,EX,G,M,BLUE,4.28*4.88*2.89,GIA,5343693706,,1168.500,,,,59.20,56.00,MED to THK,,,Faceted,NONE,,,,,,GIA 5343693706,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
234-135A,G,RA,0.67,M,VVS1,EX,EX,VG,N,N,4.96*4.56*3.15,GIA,5343637133,,549.000,S-T,,,69.10,67.00,VTK to ETK,,,Faceted,NONE,,,,,,GIA 5343637133,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-S, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
2986-3,G,RBC,1.11,F,VVS1,EX,EX,EX,N,N,6.60*6.55*4.15,GIA,6332055225,,6988.800,,,,63.10,57.00,,,,,,,16.00,,43.50,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
234-311A,G,MQ,0.30,F,VVS2,VG,EX,G,N,N,5.92*3.70*2.27,GIA,5343693682,,1130.500,,,,61.20,62.00,MED to THK,,,Faceted,NONE,,,,,,GIA 5343693682,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
205-3B,G,PB,2.02,M,I1,EX,VG,G,S,BLUE,10.85*6.90*4.22,GIA,6332880275,,2904.000,yellow,,,61.10,57.00,MED to THK,,,Faceted,NONE,,,,,,GIA 6332880275,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
217-17A,G,RBC,1.20,G,SI2,EX,EX,EX,N,N,6.78*6.83*4.19,IGI,407973572,,3192.000,,,,61.50,60.00,Medium To Slightly Thick (Faceted) ,,4.10,,Pointed,,13.00,33.60,44.00,41.50,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
226-6A,G,PB,2.01,J,VVS2,EX,EX,VG,N,N,10.94*7.18*4.29,GIA,1347790457,,4874.250,,,,59.80,63.00,THN to THK,,,Faceted,NONE,,,,,,GIA 1347790457,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
239-27B,G,RBC,0.50,G,I1,VG,VG,VG,M,BLUE,5.03*4.98*3.14,GIA,7353622544,,1098.000,,,,62.60,60.00,MED to THK,,5.50,Faceted,NON,,14.00,35.50,43.00,41.00,GIA 7353622544,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
238-135A,G,MQ,0.35,F,VS1,EX,EX,VG,S,BLUE,6.97*3.65*2.25,GIA,6351120592,,928.000,,,,61.60,58.00,THN to VTK,,,Faceted,NONE,,,,,,GIA 6351120592,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
215-84A,G,OV,0.35,F,IF,VG,EX,G,N,N,5.69*4.07*2.32,GIA,6345294082,,1150.000,,,,57.10,58.00,THN to THK,,,Faceted,NONE,,,,,,GIA 6345294082,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
226-10B,G,PB,0.38,J,SI1,EX,EX,VG,N,N,6.07*4.02*2.56,GIA,6345955864,,500.850,,,,63.60,62.00,VTN to VTK,,,Faceted,NONE,,,,,,GIA 6345955864,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
243-26D,G,PB,0.70,G,VS1,VG,EX,VG,F,N,7.69*4.90*3.13,GIA,6351242643,,2071.000,,,,64.00,63.00,THK to VTK,,,Faceted,NONE,,,,,,GIA 6351242643,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-96A,G,RBC,1.00,M,SI2,VG,EX,VG,N,N,6.25*6.18*4.00,GIA,6352137871,,1456.000,,,,64.30,55.00,VTN to THK,,5.50,Faceted,NONE,,16.50,36.50,42.00,40.00,GIA 6352137871,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
214-156A,G,OV,1.01,I,SI2,G,G,,N,N,7.22*5.46*3.56,IGI,407973585,,1292.000,,,,65.20,54.50,Thick To Extremely Thick (Faceted) ,,9.20,Faceted,Pointed,,17.50,40.60,38.50,37.10,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
221-385A,G,MQ,0.30,I,VS1,EX,VG,VG,N,N,7.27*3.52*2.07,GIA,3345863059,,643.800,,,,58.90,54.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 3345863059,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
214-142A,G,OV,0.96,M,SI2,VG,VG,G,N,N,7.61*5.67*3.47,GIA,1343512509,,624.000,,,,61.20,58.00,VTN to THK,,,Faceted,NONE,,,,,,GIA 1343512509,"Additional twinning wisps, clouds, pinpoints and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
240-432A,G,RBC,0.21,H,VVS2,EX,EX,EX,F,N,3.80*3.79*2.39,GIA,7352629978,,1455.300,,,,62.90,58.00,MED to STK,,4.00,Faceted,NON,,14.50,34.50,44.50,41.60,GIA 7352629978,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-8A,G,OV,1.00,F,SI2,VG,VG,VG,N,N,7.53*5.53*3.53,IGI,432029815,,2397.000,,,,63.80,63.00,Medium To Thick (Faceted) ,,5.70,,Pointed,,15.00,42.40,43.50,40.10,,N/A,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
234-126A,G,RBC,1.26,M,SI1,EX,EX,EX,M,BLUE,6.94*6.90*4.24,GIA,6341743350,,1559.680,S-T,,,61.30,60.00,MED to STK,,4.00,Faceted,NONE,,14.00,35.00,43.50,41.00,GIA 6341743350,Pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-S, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1-MC,G,RBC,2.01,I,I1,EX,EX,EX,M,N,8.10*8.03*5.03,IGI,400911924,,2970.750,,,,62.40,59.00,MED to STK,,,Faceted,,,13.50,33.40,44.50,41.80,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-108A,G,RBC,0.71,M,SI2,EX,EX,EX,F,N,5.72*5.68*3.54,GIA,5356158936,,1011.500,,,,62.10,57.00,THN to MED,,3.50,Faceted,NONE,,15.50,36.50,43.00,40.80,GIA 5356158936,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
221-488A,G,RBC,0.43,M,VS2,EX,EX,EX,N,N,4.85*4.83*3.01,GIA,1355098054,,616.440,,,,62.20,58.00,MED to STK,,3.50,Faceted,NONE,,15.00,35.00,44.00,41.40,GIA 1355098054,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
211-203C,G,CU,0.61,M,SI2,EX,EX,G,N,N,5.02*4.55*3.08,GIA,5346506651,,802.710,yellow,,,67.70,55.00,THN to VTK,,,Faceted,NONE,,,,,,GIA 5346506651,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
236-63A,G,RBC,0.46,D,VVS2,EX,EX,EX,N,N,4.93*4.90*3.08,GIA,2357214682,,2296.000,,,,62.70,58.00,MED to STK,,4.00,Faceted,NONE,,14.50,34.50,44.50,41.60,GIA 2357214682,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
239-123A,G,OV,1.00,H,SI2,VG,G,VG,N,N,7.33*5.65*3.64,IGI,425073421,,1741.500,,,,64.40,57.50,Medium To Thick (Faceted) ,,5.60,,Pointed,,16.50,39.80,42.00,39.80,,,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-98A,G,RBC,0.50,K,SI2,EX,EX,EX,N,N,5.09*5.06*3.19,GIA,3355013967,,882.000,"K,FB",,,62.80,58.00,THN to STK,,4.00,Faceted,NONE,,14.50,34.00,44.50,41.80,GIA 3355013967,,INDIA,,HONG KONG,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-11B,G,PB,0.30,D,VVS2,EX,EX,VG,N,N,5.89*3.76*2.35,GIA,2356602922,,1365.000,,,,62.40,59.00,STK to VTK,,,Faceted,NON,,,,,,GIA 2356602922,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-96A,G,MQ,0.30,F,VS1,EX,EX,EX,N,N,6.42*3.67*2.26,GIA,6352001082,,1092.000,,,,61.60,55.00,STK to THK,,,Faceted,NONE,,,,,,GIA 6352001082,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-55A,G,OV,0.50,J,SI2,G,EX,VG,F,N,6.10*4.23*2.82,GIA,7358143590,,866.250,,,,66.70,54.00,THN to ETK,,,Faceted,NONE,,,,,,GIA 7358143590,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
239-112A,G,PR,1.00,G,SI2,VG,VG,VG,N,N,5.33*5.15*4.12,IGI,425073447,,1552.500,,,,80.00,65.00,Medium To Slightly Thick,,3.10,,Pointed,,20.00,51.00,57.50,38.80,,,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-48A,G,MQ,0.36,K,SI2,EX,EX,VG,N,N,7.62*3.77*2.18,GIA,6352123018,,402.500,,,,57.80,56.00,MED to THK,,,Faceted,NONE,,,,,,GIA 6352123018,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
243-26A,M,RBC,1.50,I,VVS2,EX,EX,EX,F,N,7.40*7.35*4.42,GIA,6351396585,,4779.500,,,,59.90,61.00,MED to STK,,4.00,Faceted,NON,,12.50,33.00,43.00,40.80,GIA 6351396585,Internal graining is not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
221-489A,G,RBC,0.50,M,VVS2,EX,EX,EX,N,N,5.06*5.03*3.18,GIA,6355143437,,807.500,,,,63.00,55.00,MED to STK,,3.50,Faceted,NONE,,16.50,36.50,43.00,40.60,GIA 6355143437,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
218-126A,M,OV,0.70,J,VS1,VG,EX,VG,N,N,6.91*4.91*2.97,GIA,7348506694,,1380.000,,,,60.40,58.00,MED to VTK,,,Faceted,NONE,,,,,,GIA 7348506694,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1219-18,G,RBC,1.20,H,SI2,EX,EX,EX,N,N,6.80*6.77*4.21,IGI,400911923,,2650.000,,,,62.00,58.00,MED to STK,,,Faceted,,,13.50,32.80,44.00,41.60,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1219-5,G,RBC,1.00,H,I1,VG,EX,VG,N,N,6.42*6.39*3.94,GIA,5346255508,,2099.750,,,,61.50,60.00,,,,,,,13.50,,44.50,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-4A,G,RBC,1.50,M,SI2,EX,EX,EX,N,N,7.32*7.27*4.55,GIA,2356539481,,2219.250,,,,62.40,60.00,STK,,4.50,Faceted,NON,,13.00,33.00,44.50,41.80,GIA 2356539481 ,Clouds are not shown.,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
235-51A,G,CU,1.01,I,SI1,G,EX,VG,S,BLUE,5.94*5.12*3.69,GIA,2356154330,,1449.000,,,,72.10,58.00,VTK to ETK,,,Faceted,NONE,,,,,,GIA 2356154330,Additional pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
212-67A,G,RBC,0.90,L,SI2,VG,EX,VG,F,N,6.23*6.18*3.77,GIA,6342664620,,1312.500,,,,60.80,60.00,VTN to STK,,4.00,Faceted,NONE,,13.50,34.00,43.00,40.80,GIA 6342664620,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
217-49A,G,OV,1.31,K,SI2,EX,EX,VG,M,BLUE,8.43*6.39*3.77,GIA,1348874076,,1300.000,"K,FB",,,59.00,58.00,MED to THK,,,Faceted,NONE,,,,,,GIA 1348874076,Additional clouds are not shown. Pinpoints are not shown.,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
215-493A,G,RBC,1.00,H,SI2,EX,EX,VG,N,N,6.43*6.49*3.82,IGI,414079636,,2451.250,,,,59.00,62.00,Medium To Slightly Thick (Faceted) ,,4.00,,Pointed,,12.50,32.80,42.50,40.60,,,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
214-41A,G,OV,1.71,M,IF,G,EX,G,N,N,8.90*6.45*3.67,GIA,2348477884,,1680.000,,,,56.90,58.00,THK to ETK,,,Faceted,NONE,,,,,,GIA 2348477884,Minor details of polish are not shown.,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-P, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
234-210A,G,PB,0.40,G,SI2,VG,VG,G,N,N,6.72*3.69*2.62,GIA,6345693347,,721.000,,,,71.00,58.00,THN to VTK,,,Faceted,NONE,,,,,,GIA 6345693347,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-70A,G,RBC,1.01,I,SI2,EX,EX,EX,F,N,6.40*6.45*3.96,IGI,425073442,,2174.130,,,,61.50,61.00,Medium To Slightly Thick (Faceted) ,,4.20,,Pointed,,13.50,34.50,44.00,41.40,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1875-10,G,RA,1.03,H,I1,G,EX,EX,N,N,6.38*5.05*3.59,GIA,2358183616,,1660.500,,,,71.10,64.00,THK to VTK,,,Faceted,,,,,,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1219-20,G,RBC,1.21,H,I1,VG,EX,G,N,N,6.86*6.78*4.25,IGI,400911920,,1887.000,,,,62.30,57.00,MED to STK,,,Faceted,,,13.50,32.10,44.50,41.70,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-27A,G,RBC,1.00,H,SI2,VG,EX,G,F,N,6.38*6.28*3.88,GIA,7352518238,,2747.520,,,,61.30,57.00,VTN to THK,,5.00,Faceted,NON,,15.00,35.00,41.50,39.80,GIA 7352518238 ,"Additional twinning wisps, clouds, pinpoints and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
3227-2B,G,RBC,1.20,H,VVS2,EX,EX,EX,N,N,6.89*6.84*4.16,GIA,2336819777,,4940.000,,,,60.60,59.00,,,,,,,13.00,,43.50,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-39A,G,RBC,1.00,H,SI2,EX,EX,VG,F,N,6.34*6.37*4.00,IGI,425073429,,2292.250,,,,63.00,56.00,Medium To Slightly Thick (Faceted) ,,3.60,,Pointed,,16.00,36.50,43.00,40.90,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-118A,G,OV,0.80,K,SI1,EX,EX,VG,F,N,7.29*5.20*3.11,GIA,6345766890,,976.000,"K,FB",,,59.70,60.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 6345766890,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
239-119A,G,RBC,1.01,I,SI2,EX,EX,EX,M,N,6.49*6.52*3.87,IGI,425073440,,2156.000,,,,59.40,61.00,Medium To Slightly Thick (Faceted) ,,3.80,,Pointed,,13.00,32.90,43.00,40.70,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-132D,G,OV,0.50,G,SI2,VG,VG,F,N,N,5.97*4.45*2.88,GIA,6345942631,,945.250,,,,64.70,53.00,MED to ETK,,,Faceted,NONE,,,,,,GIA 6345942631,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
222-290A,G,RBC,0.50,M,SI1,G,EX,VG,F,N,4.90*4.85*3.25,GIA,1355143322,,623.000,,,,66.80,55.00,STK to VTK,,5.50,Faceted,NONE,,18.00,38.50,43.00,40.80,GIA 1355143322,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-112A,G,OV,0.51,L,VS2,EX,EX,VG,N,N,6.31*4.55*2.85,GIA,7341976996,,576.000,"L,FB",,,62.50,56.00,MED to STK,,,Faceted,NONE,,,,,,GIA 7341976996,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
234-268A,G,PB,0.53,L,VVS1,EX,EX,VG,N,N,6.50*4.48*2.93,GIA,2346656545,,752.500,,,,65.40,57.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 2346656545,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
238-65A,G,RBC,0.34,D,VVS2,EX,EX,EX,M,BLUE,4.46*4.43*2.79,GIA,5356537160,,1310.140,,,,62.90,58.00,STK,,4.00,Faceted,NON,,14.50,34.50,44.50,41.80,GIA 5356537160,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
