Stock No,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Lab,Certificate Number,Price Per Carat,Rapnet  Discount,Depth,Table,GirdleThin,GirdleThick,GirdlePercent,GirdleCondition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Star Length,Lower Half,Laser Inscription,Key to symbols,City,State,Country,Shade,MeasLength,MeasWidth,MeasDepth,Ratio,Treatment,Black Inclusion,White Inclusion,Open Inclusion,Milky,Heart and Arrow,Eye Clean,Comment,Member Comment,Supplier Comment,Trade Show No,Pair Stock #,Diamond Image,Certificate Image,Video Link,H & A Image,Plotting Image
203-4A,M,OV,10.01,K,VS2,,G,G,M,N,16.19*10.93*7.48,,,,IGI,380997178,7312.500,-62.500,54.00,68.40,,,,,,,,,,,,,,,MUMBAI,,INDIA,White,16.19,10.93,7.48,0.68,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 1,None,0,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
225-143A,G,RBC,0.50,K,SI2,EX,VG,EX,F,N,5.18*5.17*3.09,,,,GIA,6351176002,828.000,-54.000,59.60,60.00,,,3.50,Faceted,NONE,,13.00,33.50,43.00,40.80,50,,GIA 6351176002,"Twinning Wisp, Feather",HONG KONG,,INDIA,,5.18,5.17,3.09,1.00,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
227-38A,G,RBC,1.00,H,SI2,EX,EX,VG,F,N,6.29*6.34*4.01,,,,IGI,414079634,2186.250,-58.750,63.40,56.00,,,3.50,,Pointed,,16.50,36.70,43.50,41.10,,,,,MUMBAI,,INDIA,White,6.29,6.34,4.01,1.01,,TABLE BLACK 1,WHITE TABLE 1,NONE VISIBLE,None,0,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
19845-139,G,CU,1.00,F,I1,,VG,G,N,N,5.92*5.22*3.76,,,,GIA,3275187815,1867.500,-37.750,72.00,55.00,,,,,,,,,,,,,,"Feather,  Twinning Wisp,  Cavity,  Indented Natural,  Cloud",MUMBAI,,INDIA,White,5.92,5.22,3.76,0.88,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 1,None,0,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
242-22C,G,PB,0.33,G,SI2,VG,EX,G,M,BLUE,5.76*3.81*2.47,,,,GIA,5356622460,678.000,-43.500,64.70,61.00,,,,Faceted,NON,,,,,,,,GIA 5356622460,"Feather, Crystal",MUMBAI,,INDIA,White,5.76,3.81,2.47,0.66,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
235-58A,G,CU,1.00,D,SI1,EX,EX,EX,VS,BLUE,5.90*5.37*3.66,,,,GIA,5353154335,2010.000,-66.500,68.20,59.00,,,,Faceted,NONE,,,,,,,,GIA 5353154335,"Crystal, Feather, Needle, Indented Natural, Natural",NEW YORK,,INDIA,White,5.90,5.37,3.66,0.91,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,Pinpoints are not shown. Clouds are not shown.,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
237-261A,G,CU,0.70,,VS2,G,EX,G,M,BLUE,5.05*4.73*3.20,yellow,fancy,,GIA,3355041406,1402.940,0.210,67.60,62.00,,,,Faceted,NONE,,,,,,,,GIA 3355041406,"Crystal, Indented Natural, Feather",MUMBAI,,INDIA,White,5.05,4.73,3.20,0.94,,TABLE BLACK 0 ,WHITE TABLE 1,TABLE OPEN 0,None,0,SURE,Pinpoints are not shown. Surface graining is not shown.,"GIA Color Is:-yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
242-11A,G,RBC,1.00,H,SI2,VG,EX,VG,N,N,6.29*6.38*3.86,,,,IGI,414079637,2040.500,-61.500,60.60,60.50,,,5.70,,Pointed,,13.00,32.70,42.50,40.30,,,,,MUMBAI,,INDIA,,6.29,6.38,3.86,1.01,,TABLE BLACK 1 ,WHITE TABLE 2,NONE VISIBLE,None,0,MINOR,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
227-81B,G,MQ,0.35,D,VS1,EX,EX,VG,N,N,6.52*3.85*2.27,,,,GIA,7342813073,1220.750,-35.750,59.00,61.00,,,,Faceted,NONE,,,,,,,,GIA 7342813073,"Feather, Indented Natural",MUMBAI,,INDIA,White,6.52,3.85,2.27,0.59,,TABLE BLACK 0,NONE VISIBLE,NONE VISIBLE,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
239-35A,G,RBC,1.70,E,SI2,EX,EX,EX,N,N,7.62*7.57*4.73,,,,GIA,6352464137,6399.000,-19.000,62.30,58.00,,,4.00,Faceted,NON,,15.00,35.50,43.00,40.80,50,,GIA 6352464137,"Feather, Cloud, Crystal, Cavity, Needle",NEW YORK,,INDIA,White,7.62,7.57,4.73,0.99,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,SURE,"Additional clouds, pinpoints and surface graining are not shown.","WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
217-72A,G,OV,1.00,M,SI2,VG,VG,,N,N,7.19*5.33*3.69,,,,IGI,407973566,570.000,-70.000,69.20,58.50,,,8.40,Faceted,Pointed,,17.00,41.80,44.00,40.50,,,,,NEW YORK,,INDIA,BROWN,7.19,5.33,3.69,0.74,,TABLE BLACK 1,WHITE TABLE 2,TABLE OPEN 0,None,0,EYE CLEAN NO,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
237-207A,G,RBC,0.50,L,SI2,G,EX,VG,S,BLUE,4.90*4.85*3.24,,,,GIA,1358163739,656.250,-56.250,66.30,59.00,,,6.50,Faceted,NONE,,15.50,36.50,44.50,41.80,50,,GIA 1358163739,Crystal,HONG KONG,,INDIA,White,4.90,4.85,3.24,0.99,,TABLE BLACK 2,WHITE TABLE 2,TABLE OPEN 0,None,0,EYE CLEAN NO,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
217-123A,G,RBC,1.01,M,SI1,VG,EX,VG,M,BLUE,6.31*6.27*4.05,,,,GIA,2344367640,1064.000,-66.750,64.50,60.00,,,5.50,Faceted,NONE,,13.50,34.00,45.50,42.40,50,,GIA 2344367640,"Feather, Cloud, Indented Natural, Needle, Natural",NEW YORK,,INDIA,BROWN,6.31,6.27,4.05,0.99,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,"Additional clouds, internal graining and pinpoints are not shown.","GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
215-96A,G,PB,0.30,E,SI2,EX,VG,VG,N,N,6.05*3.82*2.23,,,,GIA,1347319556,778.820,-44.370,58.30,61.00,,,,Faceted,NONE,,,,,,,,GIA 1347319556,"Feather, Crystal",NEW YORK,,INDIA,White,6.05,3.82,2.23,0.63,,TABLE BLACK 1,WHITE TABLE 2,TABLE OPEN 0,None,0,EYE CLEAN NO,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
241-101A,G,RBC,1.01,M,SI1,G,EX,EX,F,N,6.17*6.12*4.09,,,,GIA,5356040900,1424.000,-55.500,66.50,56.00,,,7.00,Faceted,NONE,,16.50,36.50,43.50,41.00,50,,GIA 5356040900,"Crystal, Indented Natural, Pinpoint",NEW YORK,,INDIA,White,6.17,6.12,4.09,0.99,,TABLE BLACK 1,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,Additional pinpoints are not shown.,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
225-1A,G,RBC,1.15,K,I1,EX,EX,VG,F,N,6.72*6.67*4.19,,,,GIA,7353077851,1885.000,-35.000,62.60,57.00,,,3.50,Faceted,NONE,,15.50,36.00,43.50,41.20,50,,,"Twinning Wisp, Crystal, Cloud, Feather, Needle, Indented Natural, Natural",NEW YORK,,INDIA,,6.72,6.67,4.19,0.99,,TABLE BLACK 1,NONE VISIBLE,TABLE OPEN 0,None,0,EYE CLEAN NO,"Additional twinning wisps, additional clouds, pinpoints and surface graining are not shown.","WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
215-361A,G,OV,0.90,I,SI2,VG,EX,VG,N,N,7.27*5.56*3.45,,,,GIA,2347664870,1518.000,-54.000,62.00,62.00,,,,Faceted,NONE,,,,,,,,GIA 2347664870,"Crystal, Feather, Etch Channel, Cavity",NEW YORK,,INDIA,White,7.27,5.56,3.45,0.76,,TABLE BLACK 2,WHITE TABLE 2,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
225-15A,G,RBC,1.16,L,I1,EX,EX,EX,F,N,6.70*6.66*4.20,,,,GIA,6352000179,1451.250,-46.250,62.90,57.00,,,3.50,Faceted,NONE,,16.00,36.50,43.50,41.00,50,,,"Crystal, Feather, Etch Channel, Needle, Indented Natural, Natural",NEW YORK,,INDIA,BROWN,6.70,6.66,4.20,0.99,,TABLE BLACK 2,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN NO,Clarity grade is based on clouds that are not shown.,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
1219-17,G,RBC,1.01,G,I1,EX,EX,EX,N,N,6.44*6.41*4.00,,,,IGI,400911921,2086.500,-46.500,62.20,58.00,,,,Faceted,,,14.50,34.40,44.00,41.40,,,,IDEAL CUT ROUND BRILLIANT,MUMBAI,,INDIA,White,6.44,6.41,4.00,1.00,,TABLE BLACK 1,WHITE TABLE 2,TABLE OPEN 1,None,0,MINOR,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
232-179A,G,OV,0.30,D,VVS1,G,EX,G,N,N,4.78*3.69*2.53,,,,GIA,6351376869,1316.750,-42.750,68.70,56.00,,,,Faceted,NON,,,,,,,,GIA 6351376869,"Cloud, Pinpoint, Indented Natural, Manufacturing Remnant",MUMBAI,,INDIA,White,4.78,3.69,2.53,0.77,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
217-51A,G,OV,1.00,L,SI2,G,EX,VG,N,N,7.80*5.28*3.45,,,,GIA,6341466372,759.000,-67.000,65.50,59.00,,,,Faceted,NONE,,,,,,,,GIA 6341466372,"Crystal, Feather, Cavity, Indented Natural, Pinpoint",NEW YORK,,INDIA,BROWN,7.80,5.28,3.45,0.68,,TABLE BLACK 3,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN NO,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
241-15A,G,RBC,0.90,M,SI1,G,EX,VG,N,N,5.97*5.90*3.92,,,,GIA,1359098370,1018.750,-59.250,66.00,58.00,,,6.50,Faceted,NONE,,16.00,37.50,43.50,41.20,50,,GIA 1359098370,"Feather, Crystal, Cloud",NEW YORK,,INDIA,White,5.97,5.90,3.92,0.99,,TABLE BLACK 2,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
250-838A,G,RBC,0.18,D,VVS2,EX,EX,EX,N,N,3.66*3.64*2.19,,,,GIA,1353647573,1590.550,22.350,59.90,59.00,,,4.00,Faceted,NON,,13.50,33.00,43.00,40.80,50,,GIA 1353647573,"Feather, Surface Graining",MUMBAI,,INDIA,White,3.66,3.64,2.19,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
220-231A,G,OV,0.30,G,SI2,G,EX,VG,N,N,4.86*3.78*2.40,,,,GIA,2347752417,675.000,-43.750,63.50,58.00,,,,Faceted,NONE,,,,,,,,GIA 2347752417,"Crystal, Feather",MUMBAI,,INDIA,White,4.86,3.78,2.40,0.78,,TABLE BLACK 2 ,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN NO,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
215-267A,G,OV,1.00,L,SI2,VG,G,,N,N,7.69*5.76*3.39,,,,IGI,407973568,586.500,-74.500,58.90,64.50,,,5.80,Faceted,Pointed,,11.50,34.10,41.50,38.30,,,,,NEW YORK,,INDIA,,7.69,5.76,3.39,0.75,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,LIGHT,0,EYE CLEAN NO,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
225-157A,G,RBC,0.50,K,SI2,VG,EX,EX,F,N,5.15*5.09*3.06,,,,GIA,1353097373,814.500,-54.750,59.80,60.00,,,4.50,Faceted,NONE,,13.00,32.50,42.50,40.40,50,,GIA 1353097373,Feather,HONG KONG,,INDIA,BROWN,5.15,5.09,3.06,0.99,,TABLE BLACK 1,WHITE TABLE 2,NONE VISIBLE,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
211-193A,G,OV,1.00,M,SI2,G,VG,,N,N,7.15*5.44*3.65,,,,IGI,407973563,674.500,-64.500,67.10,64.00,,,8.80,Faceted,Pointed,,14.50,42.80,43.50,40.20,,,,,NEW YORK,,INDIA,White,7.15,5.44,3.65,0.76,,TABLE BLACK 1,WHITE TABLE 2,TABLE OPEN 0,None,0,EYE CLEAN NO,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
214-42A,G,RBC,1.31,L,SI2,EX,EX,EX,N,N,7.06*7.09*4.29,,,,IGI,414079635,1734.150,-47.450,60.60,57.50,,,3.30,,Pointed,,14.50,34.50,43.00,40.60,,,,,MUMBAI,,INDIA,White,7.06,7.09,4.29,1.00,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,MEDIUM,IDEAL CUT ROUND BRILLIANT,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
7217-11,G,CU,1.20,F,SI2,G,EX,VG,N,N,5.93*5.85*3.89,,,,GIA,2356204491,2549.750,-45.750,66.40,66.00,,,,Faceted,,,,,,,,,,"Crystal, Feather, Needle, Cloud",MUMBAI,,INDIA,White,5.93,5.85,3.89,0.99,,TABLE BLACK 1,WHITE TABLE 0,TABLE OPEN 0,None,0,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-108A,G,RBC,0.91,M,I1,EX,EX,EX,M,BLUE,6.31*6.27*3.75,,,,GIA,2357528024,1188.000,-25.750,59.60,62.00,,,3.50,Faceted,NON,,12.00,33.00,43.50,41.20,50,,GIA 2357528024 ,Feather,NEW YORK,,INDIA,White,6.31,6.27,3.75,0.99,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,MINOR,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
217-79A,G,OV,1.20,M,VS2,G,EX,VG,N,N,8.49*5.83*3.52,,,,GIA,2344477912,1030.000,-48.500,60.40,52.00,,,,Faceted,NONE,,,,,,,,GIA 2344477912,"Crystal, Needle, Natural",NEW YORK,,INDIA,BROWN,8.49,5.83,3.52,0.69,,TABLE BLACK 2,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN NO,"Clouds, pinpoints and internal graining are not shown.","GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
238-108A,G,RBC,0.35,D,VVS2,EX,EX,EX,VS,BLUE,4.49*4.46*2.83,,,,GIA,6351516070,1401.300,-48.100,63.10,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,41.00,50,,GIA 6351516070 ,Feather,MUMBAI,,INDIA,White,4.49,4.46,2.83,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
246-113A,G,RBC,0.35,D,VS2,EX,EX,EX,N,N,4.52*4.49*2.81,,,,GIA,2354622763,1581.250,-31.250,62.40,59.00,,,4.00,Faceted,NON,,14.50,35.00,44.00,41.40,45,,GIA 2354622763,"Crystal, Feather",MUMBAI,,INDIA,White,4.52,4.49,2.81,0.99,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-26A,G,RBC,1.00,D,I1,EX,EX,VG,N,N,6.38*6.30*4.00,,,,GIA,7353539417,3251.250,-27.750,63.10,57.00,,,4.00,Faceted,NON,,15.00,35.00,44.00,41.40,50,,GIA 7353539417 ,"Crystal, Twinning Wisp, Feather, Indented Natural, Natural",MUMBAI,,INDIA,White,6.38,6.30,4.00,0.99,,TABLE BLACK 0,WHITE TABLE 2,TABLE OPEN 0,None,NEW YORK,MINOR,Pinpoints are not shown.,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
222-459A,G,OV,0.30,E,SI2,G,VG,G,N,N,4.97*3.67*2.34,,,,GIA,1349851023,717.500,-48.750,63.90,61.00,,,,Faceted,NONE,,,,,,,,GIA 1349851023,"Feather, Cloud, Indented Natural",MUMBAI,,INDIA,White,4.97,3.67,2.34,0.74,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN NO,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
DSSRD-7,G,RBC,1.01,E,SI2,VG,EX,VG,N,,6.40*6.30*3.93,,,,IGI,432026628,2480.000,-60.000,61.80,61.00,,,,0,0,,13.50,34.90,43.00,40.90,,,,,MUMBAI,,INDIA,White,6.40,6.30,3.93,0.98,,TABLE BLACK 1,WHITE TABLE 1,NONE VISIBLE,None,0,MEDIUM,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
222-454A,G,PB,0.32,F,SI2,EX,EX,VG,F,N,5.78*3.85*2.40,,,,GIA,1349953559,637.000,-51.000,62.30,61.00,,,,Faceted,NONE,,,,,,,,GIA 1349953559,"Feather, Twinning Wisp",MUMBAI,,INDIA,White,5.78,3.85,2.40,0.67,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
0119-43,G,RBC,0.96,F,SI2,G,EX,G,N,N,6.11*6.04*4.04,,,,GIA,3235729930,2690.750,-42.750,66.50,58.00,,,,Faceted,,,16.50,,44.00,,,,,Twinning Wisp,MUMBAI,,INDIA,White,6.11,6.04,4.04,0.99,,TABLE BLACK 1,WHITE TABLE 2,TABLE OPEN 0,None,0,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
225-1B,G,PB,0.50,L,SI1,VG,EX,VG,N,N,6.61*4.40*2.81,,,,GIA,2347955753,531.000,-55.750,63.90,56.00,,,,Faceted,NONE,,,,,,,,GIA 2347955753,Feather,MUMBAI,,INDIA,,6.61,4.40,2.81,0.67,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-6B,G,EM,0.62,F,SI2,EX,EX,EX,N,N,5.72*4.24*2.86,,,,GIA,6351376970,1035.000,-48.250,67.40,63.00,,,,,NON,,,,,,,,GIA 6351376970,Feather,MUMBAI,,INDIA,White,5.72,4.24,2.86,0.74,,TABLE BLACK 1,WHITE TABLE 2,NONE VISIBLE,None,NEW YORK,MINOR,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
216-505A,G,PB,0.30,G,SI2,VG,EX,G,N,N,5.62*3.85*2.35,,,,GIA,2348767105,615.000,-48.750,61.00,59.00,,,,Faceted,NONE,,,,,,,,GIA 2348767105,Crystal,MUMBAI,,INDIA,White,5.62,3.85,2.35,0.69,,NONE VISIBLE,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-55A,G,OV,1.00,L,SI1,VG,EX,G,M,BLUE,7.56*5.62*3.60,,,,GIA,2357471568,1248.000,-48.000,64.10,56.00,,,,Faceted,NON,,,,,,,,GIA 2357471568 ,"Crystal, Feather, Cavity, Chip, Needle, Indented Natural, Natural",MUMBAI,,INDIA,White,7.56,5.62,3.60,0.74,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,SURE,Pinpoints are not shown.,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
227-27A,G,RBC,0.46,F,VVS1,EX,EX,EX,N,N,4.96*4.93*3.08,,,,GIA,2344828600,2402.500,-22.500,62.20,57.00,,,3.50,Faceted,NONE,,15.00,34.50,44.00,41.40,50,,GIA 2344828600,Pinpoint,MUMBAI,,INDIA,White,4.96,4.93,3.08,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
246-47A,G,PR,0.99,G,SI2,VG,VG,VG,N,N,5.43*5.23*4.03,,,,IGI,436054190,1406.000,-63.000,77.10,72.00,,,4.90,,Pointed,,10.50,45.30,62.00,41.10,,,,,MUMBAI,,INDIA,White,5.43,5.23,4.03,0.96,,TABLE BLACK 2,WHITE TABLE 2,TABLE OPEN 0,None,NEW YORK,MINOR,N/A,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-51A,G,RBC,1.01,J,SI2,VG,EX,VG,M,N,6.24*6.31*4.04,,,,IGI,425073433,1800.000,-60.000,64.30,59.00,,,5.40,,Pointed,,14.50,34.50,45.00,41.90,,,,,MUMBAI,,INDIA,White,6.24,6.31,4.04,1.01,,TABLE BLACK 1,WHITE TABLE 2,TABLE OPEN 0,None,NEW YORK,MINOR,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
241-94A,G,RBC,1.01,M,VVS1,EX,EX,EX,N,N,6.38*6.34*4.01,,,,GIA,7356138020,1852.500,-52.500,63.00,56.00,,,4.00,Faceted,NONE,,16.00,35.50,43.00,40.80,50,,GIA 7356138020,"Pinpoint, Feather",MUMBAI,,INDIA,White,6.38,6.34,4.01,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
227-117B,G,PB,0.30,I,SI2,G,VG,F,M,BLUE,5.32*3.71*2.47,,,,GIA,6341955896,440.000,-56.000,66.50,52.00,,,,Faceted,NONE,,,,,,,,GIA 6341955896,Feather,MUMBAI,,INDIA,White,5.32,3.71,2.47,0.70,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
225-35A,M,RBC,1.00,K,I1,EX,EX,EX,F,N,6.39*6.35*4.00,,,,GIA,3355077798,1761.750,-39.250,62.80,55.00,,,3.50,Faceted,NONE,,16.50,36.00,43.00,40.60,50,,,"Twinning Wisp, Feather, Crystal, Indented Natural",MUMBAI,,INDIA,BROWN,6.39,6.35,4.00,0.99,,TABLE BLACK 2,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN NO,"Additional twinning wisps, clouds, pinpoints and surface graining are not shown.","WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
222-333A,G,PB,0.37,D,VVS1,EX,EX,VG,F,N,6.02*4.15*2.47,,,,GIA,6342738357,1184.500,-48.500,59.70,62.00,,,,Faceted,NONE,,,,,,,,GIA 6342738357,Feather,MUMBAI,,INDIA,White,6.02,4.15,2.47,0.69,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
