Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,BGM,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert Comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Report Filename,Diamond Image,Sarine Loupe,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones
228-89A,G,R,0.35,I,VS1,EX,EX,EX,F,N,4.50*4.48*2.83,No,,GIA,6341972012,,,1140.000,-40.000,,,63.00,56.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,41.00,GIA 6341972012,,Cloud,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6341972012&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-178A,G,R,0.30,G,VVS2,G,EX,EX,S,B,4.21*4.17*2.68,No,,GIA,1349910393,,,1230.500,-46.500,,,64.00,59.00,,,6.00,Faceted,NON,,14.00,34.00,44.50,41.60,GIA 1349910393,,"Needle, Pinpoint, Feather, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",55,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1349910393&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
226-18B,G,R,0.50,G,VS2,EX,EX,VG,F,N,5.21*5.18*3.04,No,,GIA,5346766214,,,2117.500,-39.500,,,58.60,61.00,,,3.00,Faceted,NON,,12.50,32.50,43.00,40.80,GIA 5346766214,,"Feather, Crystal","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5346766214&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
237-49A,G,R,0.50,D,IF,VG,VG,EX,M,B,5.00*4.96*3.17,No,,GIA,6352121155,,,2310.000,-65.000,,,63.80,56.00,,,5.00,Faceted,NON,,17.00,38.00,42.00,40.00,GIA 6352121155,,Minor Details of Polish,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6352121155&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-15A,G,R,0.40,J,VS1,G,EX,VG,F,N,4.64*4.59*2.97,No,,GIA,6342766986,,,1092.500,-42.500,,,64.30,56.00,,,5.00,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 6342766986,,"Crystal, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6342766986&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
221-479A,G,R,0.50,O,SI2,VG,EX,VG,N,N,5.00*4.97*3.16,No,,GIA,6351143304,,,602.000,-57.000,,,63.30,55.00,,,5.00,Faceted,NON,,17.00,36.50,41.50,39.80,GIA 6351143304,,"Crystal, Feather","GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6351143304&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-468A,G,R,0.32,H,SI1,EX,VG,EX,N,N,4.40*4.37*2.70,No,,GIA,1343766675,,,1156.000,-32.000,,,61.50,57.00,,,4.00,Faceted,NON,,15.00,35.00,42.50,40.60,GIA 1343766675,,"Crystal, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1343766675&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-43A,G,R,0.33,H,VS2,EX,EX,EX,N,N,4.42*4.41*2.77,No,,GIA,1349940200,,,1349.000,-29.000,,,62.80,56.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,41.00,GIA 1349940200,,"Cloud, Crystal","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1349940200&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-9A,G,R,0.46,F,VVS2,EX,EX,EX,F,N,4.93*4.90*3.07,No,,GIA,1349766248,,,1980.000,-34.000,,,62.50,56.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 1349766248,,"Feather, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1349766248&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-183A,G,R,0.30,E,VVS1,EX,EX,EX,N,N,4.32*4.30*2.68,No,,GIA,1347955317,,,2016.000,-28.000,,,62.10,56.00,,,4.00,Faceted,NON,,14.50,33.00,44.00,41.60,GIA 1347955317,,"Pinpoint, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1347955317&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
235-127A,G,R,0.50,K,SI1,G,EX,VG,S,B,4.93*4.87*3.20,No,,GIA,2358143776,,,720.000,-64.000,,,65.30,62.00,,,5.50,Faceted,NON,,15.00,37.50,45.00,42.00,GIA 2358143776,,"Crystal, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",55,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2358143776&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
227-11A,G,OV,1.20,H,SI2,VG,EX,EX,N,N,7.95*6.08*3.90,No,,GIA,6345762870,,,2967.000,-35.500,,,64.10,60.00,,,,Faceted,NON,,,,,,GIA 6345762870,,"Feather, Cavity, Pinpoint, Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6345762870&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-133A,G,R,0.30,H,VVS2,EX,EX,EX,F,N,4.27*4.24*2.70,No,,GIA,1349956156,,,1260.000,-40.000,,,63.30,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.20,GIA 1349956156,,"Cloud, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1349956156&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
212-83A,G,R,0.96,G,SI2,VG,EX,VG,F,N,6.24*6.31*3.78,No,,IGI,407973580,,,4700.000,0.000,,,60.20,63.00,,,4.80,,Pointed,,12.50,34.30,42.50,40.40,,,,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.igiworldwide.com/search_report.aspx,,,,,,,,,1,
230-701A,G,R,0.23,F,IF,EX,EX,EX,N,N,4.01*4.00*2.39,No,,GIA,3345766492,,,1745.150,4.500,,,59.50,59.00,,,3.00,Faceted,NON,,13.50,33.00,43.00,40.80,GIA 3345766492,,"Surface Graining, Minor Details of Polish","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3345766492&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-157A,G,R,0.50,J,VS2,VG,EX,VG,F,N,5.00*4.97*3.17,No,,GIA,7342765923,,,1512.500,-39.500,,,63.50,59.00,,,5.00,Faceted,NON,,15.00,36.50,43.50,41.20,GIA 7342765923,,"Crystal, Feather, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7342765923&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
225-36A,G,R,1.01,J,SI1,EX,EX,EX,M,B,6.57*6.54*3.86,No,,GIA,2347999850,,,3021.000,-43.000,,,58.90,61.00,,,3.50,Faceted,NON,,12.50,32.50,43.00,40.80,GIA 2347999850,Additional clouds are not shown. Pinpoints are not shown.,"Cloud, Feather, Crystal, Needle, Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2347999850&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
221-324A,G,R,0.50,M,SI1,G,EX,VG,N,N,4.89*4.85*3.22,No,,GIA,7342783005,,,862.500,-42.500,,,66.00,54.00,,,6.00,Faceted,NON,,18.50,38.50,41.50,39.80,GIA 7342783005,,Feather,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7342783005&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
221-345A,G,R,0.40,L,VVS2,EX,EX,EX,N,N,4.70*4.67*2.97,No,,GIA,6342766065,,,1040.000,-35.000,,,63.40,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.20,GIA 6342766065,,"Indented Natural, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6342766065&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
215-574A,G,R,1.00,G,SI2,EX,EX,VG,N,N,6.32*6.37*4.01,No,,IGI,400929849,,,6000.000,0.000,,,63.00,55.50,,,4.30,,Pointed,,15.00,33.90,44.00,41.30,,N/A,,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.igiworldwide.com/search_report.aspx,,,,,,,,,1,
225-39A,G,R,1.00,I,VS2,EX,EX,EX,M,B,6.41*6.36*3.95,No,,GIA,1359000076,,,3927.000,-40.500,,,61.80,58.00,,,3.50,Faceted,NON,,15.50,36.50,43.00,40.60,GIA 1359000076,Additional pinpoints are not shown.,"Feather, Cavity, Indented Natural, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1359000076&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
227-19A,G,OV,1.00,I,SI1,G,VG,G,N,N,7.62*5.30*3.66,No,,GIA,7343891862,,,4500.000,0.000,,,69.10,57.00,,,,Faceted,NON,,,,,,GIA 7343891862,Surface graining is not shown.,"Feather, Cavity, Needle, Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7343891862&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
233-9A,G,PR,1.00,F,VS1,VG,EX,G,N,N,5.32*5.24*4.03,No,,GIA,2346732468,,,7000.000,0.000,,,76.80,72.00,,,,,NON,,,,,,GIA 2346732468,Internal graining is not shown. Surface graining is not shown.,"Feather, Indented Natural, Pinpoint, Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2346732468&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
232-114A,G,R,0.30,I,VVS1,VG,EX,VG,F,N,4.24*4.18*2.71,No,,GIA,2354085460,,,2100.000,0.000,,,64.40,56.00,,,5.00,Faceted,NON,,16.00,36.00,43.50,41.20,GIA 2354085460,,"Pinpoint, Feather, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2354085460&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
227-31B,G,R,0.41,E,VVS1,EX,EX,EX,N,N,4.75*4.72*2.96,No,,GIA,6342940201,,,2520.000,-28.000,,,62.60,55.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 6342940201,,Pinpoint,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6342940201&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
225-11A,G,OV,1.20,N,SI1,G,EX,G,F,N,8.46*5.65*3.72,No,,GIA,2357012663,,,1144.500,-45.500,,,65.80,65.00,,,,Faceted,NON,,,,,,GIA 2357012663,,"Feather, Cavity, Cloud, Crystal, Indented Natural, Needle, Extra Facet","GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2357012663&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
229-279A,G,R,0.30,I,VS2,G,EX,VG,F,N,4.11*4.05*2.71,No,,GIA,7343942358,,,945.000,-47.500,,,66.30,57.00,,,7.00,Faceted,NON,,18.00,40.00,41.00,39.40,GIA 7343942358,,Crystal,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7343942358&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
234-151A,G,R,0.70,N,VVS2,EX,EX,EX,N,N,5.81*5.78*3.41,No,,GIA,2348766676,,,1242.000,-46.000,,,58.90,61.00,,,3.50,Faceted,NON,,12.50,33.00,43.00,40.80,GIA 2348766676,,"Pinpoint, Feather","GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2348766676&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
238-213A,G,R,0.33,J,VVS2,EX,EX,VG,M,B,4.46*4.42*2.77,No,,GIA,7351175790,,,738.000,-59.000,,,62.40,56.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 7351175790,,"Needle, Pinpoint, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7351175790&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-174A,G,R,0.30,D,VS2,EX,EX,EX,N,N,4.28*4.25*2.66,No,,GIA,6345939729,,,1872.000,-22.000,,,62.40,57.00,,,4.00,Faceted,NON,,15.50,35.50,43.00,41.00,GIA 6345939729,,"Feather, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6345939729&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
212-56A,G,R,0.98,E,SI2,EX,EX,EX,N,N,6.36*6.31*3.92,No,,GIA,6355096143,,,3321.000,-38.500,,,61.90,61.00,,,4.00,Faceted,NON,,13.50,35.00,44.00,41.40,GIA 6355096143,"Additional clouds, pinpoints and surface graining are not shown.","Cloud, Crystal, Feather, Indented Natural, Cavity, Needle, Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",45,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6355096143&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
229-183A,G,R,0.30,H,VS1,VG,VG,EX,N,N,4.21*4.19*2.70,No,,GIA,5353040943,,,1300.000,-35.000,,,64.20,56.00,,,5.00,Faceted,NON,,17.50,38.00,42.00,40.20,GIA 5353040943,,Cloud,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5353040943&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
237-82A,G,R,0.36,D,VS1,EX,EX,EX,M,B,4.54*4.52*2.83,No,,GIA,1355143207,,,1170.000,-55.000,,,62.30,59.00,,,4.00,Faceted,NON,,14.50,35.00,44.00,41.40,GIA 1355143207,,"Crystal, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1355143207&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
221-352A,G,R,0.35,K,SI1,EX,EX,EX,F,N,4.49*4.46*2.82,No,,GIA,2348936941,,,832.000,-36.000,,,63.10,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.20,GIA 2348936941,,Crystal,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2348936941&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
234-354A,G,R,0.31,L,SI1,EX,VG,EX,N,N,4.41*4.38*2.63,No,,GIA,1343766213,,,744.000,-38.000,,,59.80,61.00,,,3.50,Faceted,NON,,13.00,34.00,43.00,40.80,GIA 1343766213,,"Crystal, Cloud","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1343766213&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
235-26A,G,CU,1.00,E,SI1,EX,EX,VG,M,B,5.47*5.47*3.80,No,,GIA,2356029183,,,6100.000,0.000,,,69.50,60.00,,,,Faceted,NON,,,,,,GIA 2356029183,Additional pinpoints are not shown.,"Crystal, Indented Natural, Pinpoint, Cloud, Natural, Extra Facet","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2356029183&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-176A,G,R,0.30,I,VVS2,VG,EX,VG,F,N,4.25*4.22*2.69,No,,GIA,2354067894,,,1100.000,-45.000,,,63.50,56.00,,,4.00,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 2354067894,,"Pinpoint, Cloud, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2354067894&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-249A,G,R,0.50,J,SI2,EX,EX,VG,F,N,5.08*5.04*3.14,No,,GIA,6345852568,,,1375.000,-37.500,,,62.00,57.00,,,4.00,Faceted,NON,,15.00,35.00,43.00,40.60,GIA 6345852568,,"Cloud, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6345852568&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
237-25A,G,R,0.35,E,VS2,EX,EX,EX,F,N,4.53*4.51*2.82,No,,GIA,2358204309,,,1276.000,-42.000,,,62.30,57.00,,,4.00,Faceted,NON,,15.00,35.50,43.00,41.00,GIA 2358204309,,Crystal,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2358204309&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-1A,G,R,0.31,H,VVS1,EX,EX,EX,M,B,4.39*4.37*2.68,No,,GIA,7346752841,,,1232.000,-44.000,,,61.10,60.00,,,3.50,Faceted,NON,,13.00,33.00,44.50,41.80,GIA 7346752841,,"Pinpoint, Needle, Cloud","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7346752841&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
237-108A,G,R,0.40,J,VS1,EX,EX,EX,S,B,4.74*4.71*2.95,No,,GIA,3355119317,,,1900.000,0.000,,,62.30,56.00,,,3.50,Faceted,NON,,16.00,36.50,42.50,40.60,GIA 3355119317,,"Crystal, Cloud","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3355119317&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
233-16A,G,R,0.90,H,VVS2,VG,EX,VG,N,N,6.06*5.98*3.86,No,,GIA,1348943126,,,3663.000,-44.500,,,64.10,58.00,,,5.00,Faceted,NON,,16.50,38.00,42.50,40.40,GIA 1348943126,,"Feather, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1348943126&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
227-154A,G,R,0.46,E,VVS1,EX,EX,VG,N,N,5.04*5.01*2.99,No,,GIA,5346852750,,,2975.000,-15.000,,,59.50,60.00,,,3.50,Faceted,NON,,13.00,33.00,43.00,40.80,GIA 5346852750,,Pinpoint,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5346852750&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
221-66A,G,R,0.35,H,VVS2,EX,EX,EX,N,N,4.53*4.50*2.81,No,,GIA,3345695034,,,1575.000,-25.000,,,62.20,58.00,,,3.50,Faceted,NON,,15.50,36.50,43.00,41.00,GIA 3345695034,,"Cloud, Manufacturing Remnant, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3345695034&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
231-57A,G,R,0.31,H,VS1,EX,EX,EX,F,N,4.34*4.31*2.72,No,,GIA,6352056043,,,1230.000,-38.500,,,62.90,57.00,,,3.50,Faceted,NON,,15.50,36.00,44.00,41.40,GIA 6352056043,,"Crystal, Cloud, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6352056043&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
227-153D,G,R,0.50,E,SI1,EX,EX,EX,N,N,5.13*5.11*3.10,No,,GIA,2344796532,,,2006.000,-41.000,,,60.50,60.00,,,3.50,Faceted,NON,,14.00,35.50,43.00,40.80,GIA 2344796532,,Feather,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2344796532&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
220-171A,G,R,0.40,H,VVS2,VG,EX,VG,N,N,4.62*4.56*2.98,No,,GIA,1345766306,,,1450.000,-42.000,,,64.90,56.00,,,5.00,Faceted,NON,,17.50,38.50,42.00,40.20,GIA 1345766306,,Pinpoint,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1345766306&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
227-62A,G,OV,0.80,G,SI1,EX,EX,VG,N,N,7.05*5.24*3.32,No,,GIA,7342820534,,,3500.000,0.000,,,63.30,58.00,,,,Faceted,NON,,,,,,GIA 7342820534,,"Crystal, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7342820534&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
