Stock Num,Availability,Lab,Certificate Num,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Price Per Cts,Total Price,Shade,Milky,Eye Clean,Black in Center,Black in Side,White in Center,White in Side,Open in Table,Open in Crown,Open in Pavilion,HA,Type 2A,Measurements,Width,Length,Depth,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert Comment,ImageName1,ImageName2,ImageName3,VideoLink,Diamond Url,Key to symbols,City,State,Country,Star Length,Lower Half,Color Description,Lab Location,Origin,Report Type,Report Issue Date,RapLab Report ID,Treatment,Full Shape Description
241-114A,G,GIA,7356095241,RBC,1.01,M,VS2,G,EX,VG,F,N,1530.000,1545.300,White,None,,BC0,BT0,WC1,WT0,TO0,CO1,PO2,,,6.11*6.04*4.07,6.04,6.11,4.07,,,,66.90,57.00,,,7.00,Faceted,NON,,18.00,40.00,41.50,39.80,,"GIA Color Is:-Q, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Pinpoint, Natural",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
234-369A,G,GIA,5343766200,RBC,0.31,M,VVS1,EX,EX,EX,N,N,812.000,251.720,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.43*4.42*2.64,4.42,4.43,2.64,,,,59.70,60.00,,,3.00,Faceted,NON,,12.50,31.50,44.00,41.60,GIA 5343766200,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,50,80,,INDIA,,,,,,
237-54A,G,GIA,7351141832,RBC,0.40,H,SI1,G,EX,VG,M,B,798.000,319.200,White,None,,BC1,BT1,WC1,WT1,TO0,CO2,PO2,,,4.60*4.57*2.98,4.57,4.60,2.98,,,,64.90,57.00,,,5.50,Faceted,NON,,16.50,37.50,43.50,41.00,GIA 7351141832,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
231-10A,G,GIA,1359098018,RBC,0.40,J,VS2,VG,EX,VG,F,N,969.000,387.600,White,None,,BC0,BT1,WC0,WT1,NV,CO0,PO0,,,4.68*4.66*2.90,4.66,4.68,2.90,,,,62.10,56.00,,,5.00,Faceted,NON,,15.50,35.00,42.00,40.00,GIA 1359098018,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather, Indented Natural",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
235-25A,G,GIA,2357143919,RBC,0.70,G,VS1,VG,EX,VG,S,B,2115.000,1480.500,White,None,,BC0,NV,WC0,WT0,TO0,NV,PO0,,,5.66*5.61*3.45,5.61,5.66,3.45,,,,61.20,60.00,,,5.00,Faceted,NON,,14.00,35.50,42.00,40.20,GIA 2357143919,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal, Cloud, Pinpoint",MUMBAI,,INDIA,55,75,,INDIA,,,,,,
230-722A,G,GIA,6351026399,RBC,0.21,D,VS2,EX,EX,EX,N,N,1380.000,289.800,White,None,,BC0,BT0,WC1,WT1,TO0,CO0,PO0,,,3.82*3.81*2.35,3.81,3.82,2.35,,,,61.60,59.00,,,3.50,Faceted,NON,,14.50,35.00,44.00,41.40,GIA 6351026399,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Cloud",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
235-84A,G,GIA,5353143615,RBC,0.70,M,VS1,EX,EX,VG,S,B,945.000,661.500,White,None,,BC0,BT0,WC0,NV,TO0,CO1,PO2,,,5.66*5.59*3.56,5.59,5.66,3.56,,,,63.30,55.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.60,GIA 5353143615,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Indented Natural, Needle, Cloud, Pinpoint",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
235-51A,G,GIA,2356154330,CU,1.01,I,SI1,G,EX,VG,S,B,1554.000,1569.540,White,None,,BC1,BT1,WC1,WT1,TO0,CO2,PO2,,,5.94*5.12*3.69,5.12,5.94,3.69,,,,72.10,58.00,,,,Faceted,NON,,,,,,GIA 2356154330,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Indented Natural, Feather, Pinpoint, Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
221-483A,G,GIA,1343796506,RBC,0.30,L,SI1,EX,EX,EX,N,N,693.000,207.900,White,None,,NV,BT0,WC1,WT1,NV,CO0,PO0,,,4.32*4.29*2.68,4.29,4.32,2.68,,,,62.30,58.00,,,4.00,Faceted,NON,,14.00,33.50,44.00,41.60,GIA 1343796506,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Feather",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
225-22D,G,GIA,3355014406,RBC,0.34,G,VS1,EX,EX,EX,N,N,1440.000,489.600,Brown,None,,BC0,BT1,WC0,WT0,TO0,CO0,PO0,,,4.54*4.52*2.76,4.52,4.54,2.76,,,,60.90,56.00,,,3.50,Faceted,NON,,13.50,31.50,44.00,41.40,GIA 3355014406,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Pinpoint",MUMBAI,,INDIA,45,75,,INDIA,,,,,,
241-90A,G,GIA,6351042657,OV,1.51,M,VS1,EX,EX,VG,N,N,0.000,0.000,White,None,,BC0,BT1,WC0,WT1,TO0,CO0,PO0,,,8.57*5.72*3.61,5.72,8.57,3.61,,,,63.00,54.00,,,,Faceted,NON,,,,,,GIA 6351042657,"GIA Color Is:-Y, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather, Indented Natural, Cloud, Needle, Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
235-112A,G,GIA,5356121280,RBC,0.60,F,SI2,EX,EX,EX,S,B,1350.000,810.000,White,None,,BC0,BT1,WC1,WT1,TO0,CO1,PO2,,,5.38*5.34*3.37,5.34,5.38,3.37,,,,62.90,58.00,,,4.00,Faceted,NON,,14.50,34.50,44.50,41.60,GIA 5356121280,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
237-130A,G,GIA,6352214595,RBC,0.35,E,VVS1,EX,EX,EX,S,B,1716.000,600.600,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.51*4.48*2.78,4.48,4.51,2.78,,,,62.00,58.00,,,4.00,Faceted,NON,,15.00,35.00,43.00,41.00,GIA 6352214595,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Internal Graining,MUMBAI,,INDIA,50,80,,INDIA,,,,,,
228-18A,G,GIA,1357001548,RBC,0.30,H,SI2,G,EX,VG,N,N,765.000,229.500,White,None,,BC0,BT0,WC2,WT0,TO0,CO1,PO1,,,4.15*4.09*2.70,4.09,4.15,2.70,,,,65.40,58.00,,,5.50,Faceted,NON,,16.50,38.00,43.50,41.20,GIA 1357001548,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Cavity",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
236-22A,G,GIA,6351068117,RBC,0.52,D,VVS1,EX,EX,EX,VS,B,2236.000,1162.720,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,5.14*5.11*3.21,5.11,5.14,3.21,,,,62.80,58.00,,,4.00,Faceted,NON,,14.50,34.50,44.50,41.60,GIA 6351068117,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Internal Graining, Feather",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
230-2026A,G,GIA,6352161546,RBC,0.19,E,VVS1,EX,EX,EX,N,N,1365.000,259.350,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,3.79*3.77*2.26,3.77,3.79,2.26,,,,59.80,58.00,,,3.50,Faceted,NON,,13.50,32.50,43.00,40.80,GIA 6352161546,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Pinpoint, Feather",MUMBAI,,INDIA,45,75,,INDIA,,,,,,
221-358A,G,GIA,5343812052,RBC,0.38,K,SI1,EX,EX,EX,N,N,768.000,291.840,White,None,,BC0,BT1,WC0,WT1,TO0,CO0,PO0,,,4.64*4.61*2.90,4.61,4.64,2.90,,,,62.80,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 5343812052,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
230-451A,G,GIA,2344706430,RBC,0.18,F,IF,EX,VG,EX,N,N,1534.000,276.120,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,3.71*3.69*2.18,3.69,3.71,2.18,,,,59.00,61.00,,,3.50,Faceted,NON,,12.50,32.50,43.50,41.00,GIA 2344706430,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Minor Details of Polish,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
222-83B,G,GIA,6342783115,RBC,0.30,D,VVS2,EX,VG,VG,N,N,1534.000,460.200,White,None,,BC0,BT0,WC0,WT0,TO0,CO1,PO1,,,4.31*4.27*2.63,4.27,4.31,2.63,,,,61.30,57.00,,,4.00,Faceted,NON,,14.00,33.50,43.00,40.80,GIA 6342783115,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Indented Natural, Pinpoint",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
222-385A,G,GIA,6341783230,RBC,0.50,K,SI2,G,EX,VG,N,N,990.000,495.000,White,None,,BC0,BT1,WC1,WT1,TO0,CO0,PO1,,,4.93*4.87*3.19,4.87,4.93,3.19,,,,65.10,59.00,,,6.50,Faceted,NON,,15.00,36.50,43.00,41.00,GIA 6341783230,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
215-205A,G,GIA,2357085549,RBC,0.35,I,SI2,EX,EX,EX,N,N,812.000,284.200,White,None,,BC1,BT2,WC1,WT1,TO0,CO0,PO0,,,4.61*4.58*2.78,4.58,4.61,2.78,,,,60.50,57.00,,,3.50,Faceted,NON,,14.00,33.00,43.00,40.80,GIA 2357085549,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
232-138A,G,GIA,2354258684,RBC,0.30,L,SI1,VG,EX,VG,F,N,561.000,168.300,White,None,,BC0,BT3,NV,WT1,TO0,CO2,PO2,,,4.20*4.14*2.68,4.14,4.20,2.68,,,,64.30,57.00,,,5.50,Faceted,NON,,17.00,38.00,42.00,40.20,GIA 2354258684,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Cloud",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
224-16B,G,GIA,1343812437,PB,0.35,F,VVS1,EX,EX,VG,N,N,1482.000,518.700,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,6.18*4.02*2.36,4.02,6.18,2.36,,,,58.70,60.00,,,,Faceted,NON,,,,,,GIA 1343812437,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Indented Natural,MUMBAI,,INDIA,,,,INDIA,,,,,,
215-96A,G,GIA,1347319556,PB,0.30,E,SI2,EX,VG,VG,N,N,952.000,285.600,White,None,,BC1,BT1,WC1,WT2,TO0,CO0,PO0,,,6.05*3.82*2.23,3.82,6.05,2.23,,,,58.30,61.00,,,,Faceted,NON,,,,,,GIA 1347319556,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal",MUMBAI,,INDIA,,,,INDIA,,,,,,
229-104A,G,GIA,7356121645,EM,0.30,I,SI1,EX,EX,VG,F,N,649.000,194.700,White,None,,BC0,BT0,WC1,WT0,TO0,CO0,PO0,,,4.28*3.25*2.25,3.25,4.28,2.25,,,,69.20,61.00,,,,Faceted,NON,,,,,,GIA 7356121645,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,,,,INDIA,,,,,,
221-429B,G,GIA,2347851065,EM,0.30,G,SI2,EX,VG,G,F,N,648.000,194.400,White,None,,BC0,BT0,WC0,WT2,TO2,CO0,PO0,,,4.37*3.27*2.36,3.27,4.37,2.36,,,,72.00,59.00,,,,Faceted,NON,,,,,,GIA 2347851065,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,,,,INDIA,,,,,,
235-49A,G,GIA,6351040673,RBC,0.70,K,VS2,VG,EX,VG,S,B,1224.000,856.800,White,None,,BC1,BT1,WC1,WT1,TO0,CO0,PO1,,,5.59*5.54*3.56,5.54,5.59,3.56,,,,64.00,57.00,,,5.00,Faceted,NON,,16.50,37.00,42.50,40.60,GIA 6351040673,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Cloud",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
220-97A,G,GIA,7348863043,EM,0.30,I,SI1,VG,EX,G,F,N,583.000,174.900,White,None,,BC0,BT1,WC0,WT1,TO0,CO0,PO0,,,4.32*3.32*2.27,3.32,4.32,2.27,,,,68.50,65.00,,,,Faceted,NON,,,,,,GIA 7348863043,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather",MUMBAI,,INDIA,,,,INDIA,,,,,,
228-45A,G,GIA,7351001352,RBC,0.33,K,VVS2,EX,EX,EX,F,N,720.000,237.600,White,None,,BC0,NV,WC0,WT0,TO0,CO0,NV,,,4.43*4.40*2.76,4.40,4.43,2.76,,,,62.60,57.00,,,3.50,Faceted,NON,,15.50,36.50,43.50,41.00,GIA 7351001352,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Needle, Pinpoint",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
214-77A,G,IGI,407934795,RBC,1.01,G,SI2,EX,EX,EX,N,N,2184.000,2205.840,White,None,,BC2,BT1,WC2,WT1,NV,CO1,PO0,,,6.39*6.43*4.00,6.43,6.39,4.00,,,,62.50,55.00,,,3.40,Faceted,Pointed,,16.50,36.10,42.50,40.70,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,MUMBAI,,INDIA,,,G,INDIA,,,,,,
230-458A,G,GIA,1348677120,RBC,0.18,E,VVS1,EX,EX,EX,N,N,1391.000,250.380,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,3.71*3.70*2.18,3.70,3.71,2.18,,,,58.70,61.00,,,3.50,Faceted,NON,,12.50,32.50,43.00,40.80,GIA 1348677120,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Pinpoint,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
242-13C,G,GIA,6351214833,RBC,0.56,E,SI2,EX,EX,EX,N,N,1482.000,829.920,White,None,,BC1,BT1,WC2,NV,TO0,CO0,PO0,,,5.27*5.26*3.32,5.26,5.27,3.32,,,,62.90,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.00,GIA 6351214833,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Twinning Wisp",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
235-123A,G,GIA,6352241567,RBC,0.40,K,SI1,EX,EX,EX,M,B,756.000,302.400,White,None,,BC1,BT1,WC1,WT1,TO0,CO0,PO0,,,4.69*4.67*2.96,4.67,4.69,2.96,,,,63.30,58.00,,,4.00,Faceted,NON,,14.50,34.50,44.50,41.80,GIA 6352241567,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
210-13A,G,GIA,1345089256,RBC,2.01,D,SI2,EX,EX,EX,N,N,6900.000,13869.000,White,None,,BC0,BT0,WC1,WT1,TO0,CO0,PO0,,,8.06*8.02*5.07,8.02,8.06,5.07,,,,63.00,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 1345089256,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Feather, Crystal, Needle, Indented Natural, Natural",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
241-19A,G,GIA,1357077434,RBC,0.90,H,VS1,VG,EX,VG,N,N,3074.000,2766.600,White,None,,BC0,BT0,NV,WT0,TO0,CO0,PO0,,,6.04*5.96*3.84,5.96,6.04,3.84,,,,64.00,58.00,,,5.50,Faceted,NON,,17.00,38.50,42.00,40.00,GIA 1357077434,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Cloud, Needle, Pinpoint",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
236-14A,G,GIA,2356144084,RBC,0.59,J,VS1,EX,EX,EX,M,B,1320.000,778.800,White,None,,BC0,BT0,WC1,WT0,TO0,CO1,PO1,,,5.34*5.31*3.35,5.31,5.34,3.35,,,,63.00,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 2356144084,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cavity, Indented Natural, Cloud",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
237-99A,G,GIA,2356067370,RBC,0.46,F,VVS2,EX,EX,EX,M,B,1624.000,747.040,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.92*4.89*3.09,4.89,4.92,3.09,,,,63.10,54.00,,,3.50,Faceted,NON,,17.00,36.00,42.50,40.60,GIA 2356067370,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Pinpoint, Indented Natural",MUMBAI,,INDIA,45,75,,INDIA,,,,,,
235-65A,G,GIA,7353121138,RBC,0.70,K,SI1,VG,EX,VG,S,B,1150.000,805.000,White,None,,BC0,BT1,WC0,WT1,TO0,CO0,PO0,,,5.65*5.59*3.51,5.59,5.65,3.51,,,,62.40,54.00,,,4.00,Faceted,VSM,,17.00,36.50,41.50,39.80,GIA 7353121138,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Twinning Wisp",MUMBAI,,INDIA,45,75,,INDIA,,,,,,
225-117B,G,GIA,6341971454,PB,0.30,G,VS1,EX,EX,G,N,N,1155.000,346.500,Brown,None,,BC0,BT0,WC0,NV,TO0,CO0,NV,,,6.13*3.78*2.26,3.78,6.13,2.26,,,,59.90,64.00,,,,Faceted,NON,,,,,,GIA 6341971454,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Cloud, Indented Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
222-13A,G,GIA,2347796443,RBC,0.35,F,SI1,EX,EX,EX,N,N,1260.000,441.000,White,None,,NV,NV,WC1,NV,TO0,CO0,PO1,,,4.53*4.50*2.85,4.50,4.53,2.85,,,,63.00,57.00,,,3.50,Faceted,NON,,15.50,36.00,44.00,41.40,GIA 2347796443,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather, Cloud",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
241-13A,G,GIA,2357096601,RBC,1.01,M,VS2,VG,EX,VG,N,N,1564.000,1579.640,White,None,,BC0,BT1,WC1,WT0,TO0,CO1,PO3,,,6.25*6.17*4.03,6.17,6.25,4.03,,,,65.00,55.00,,,5.50,Faceted,NON,,17.00,37.00,42.50,40.20,GIA 2357096601,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal, Twinning Wisp, Pinpoint, Natural",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
240-905A,G,GIA,6352214385,RBC,0.23,G,VS1,EX,EX,EX,F,N,1125.300,258.820,White,None,,BC0,BT1,WC0,WT0,TO0,CO0,PO0,,,3.93*3.90*2.47,3.90,3.93,2.47,,,,63.20,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 6352214385,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
221-241A,G,GIA,7341752355,RBC,0.35,E,SI1,EX,EX,EX,N,N,1387.000,485.450,White,None,,BC0,BT0,WC1,WT0,TO0,NV,PO0,,,4.53*4.51*2.80,4.51,4.53,2.80,,,,61.90,58.00,,,3.50,Faceted,NON,,15.50,36.00,43.00,40.60,GIA 7341752355,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,50,80,,INDIA,,,,,,
237-52A,G,GIA,6352258997,RBC,0.34,F,VVS1,EX,EX,EX,S,B,1175.000,399.500,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.46*4.43*2.82,4.43,4.46,2.82,,,,63.50,57.00,,,4.00,Faceted,NON,,15.00,34.00,44.50,41.80,GIA 6352258997,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Pinpoint,MUMBAI,,INDIA,50,80,,INDIA,,,,,,
228-246A,G,GIA,7358080242,RBC,0.33,J,VS2,EX,EX,EX,F,N,810.000,267.300,White,None,,BC0,BT1,WC0,WT1,TO0,CO0,PO0,,,4.42*4.40*2.75,4.40,4.42,2.75,,,,62.30,56.00,,,4.50,Faceted,NON,,15.00,34.00,43.00,40.80,GIA 7358080242,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,45,80,,INDIA,,,,,,
225-79A,G,GIA,1359040265,RBC,0.24,F,VVS2,EX,EX,EX,N,N,1550.000,372.000,Brown,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.00*3.98*2.47,3.98,4.00,2.47,,,,61.90,59.00,,,4.00,Faceted,NON,,14.00,34.50,44.50,41.60,GIA 1359040265,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Pinpoint, Needle",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
221-155A,G,GIA,6341738408,OV,0.52,G,SI1,EX,EX,VG,N,N,1302.000,677.040,White,None,,BC0,BT0,WC1,WT1,TO0,CO0,PO1,,,6.10*4.62*2.84,4.62,6.10,2.84,,,,61.40,59.00,,,,Faceted,NON,,,,,,GIA 6341738408,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Twinning Wisp,MUMBAI,,INDIA,,,,INDIA,,,,,,
237-108A,G,GIA,3355119317,RBC,0.40,J,VS1,EX,EX,EX,S,B,972.000,388.800,White,None,,BC0,BT1,WC0,WT1,TO0,CO0,PO0,,,4.74*4.71*2.95,4.71,4.74,2.95,,,,62.30,56.00,,,3.50,Faceted,NON,,16.00,36.50,42.50,40.60,GIA 3355119317,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Cloud",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
233-16A,G,GIA,1348943126,RBC,0.90,H,VVS2,VG,EX,VG,N,N,3111.000,2799.900,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,6.06*5.98*3.86,5.98,6.06,3.86,,,,64.10,58.00,,,5.00,Faceted,NON,,16.50,38.00,42.50,40.40,GIA 1348943126,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Indented Natural",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
227-154A,G,GIA,5346852750,RBC,0.46,E,VVS1,EX,EX,VG,N,N,2277.000,1047.420,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,5.04*5.01*2.99,5.01,5.04,2.99,,,,59.50,60.00,,,3.50,Faceted,NON,,13.00,33.00,43.00,40.80,GIA 5346852750,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Pinpoint,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
221-66A,G,GIA,3345695034,RBC,0.35,H,VVS2,EX,EX,EX,N,N,1400.000,490.000,White,None,,BC0,NV,WC0,WT1,TO0,CO0,PO0,,,4.53*4.50*2.81,4.50,4.53,2.81,,,,62.20,58.00,,,3.50,Faceted,NON,,15.50,36.50,43.00,41.00,GIA 3345695034,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Manufacturing Remnant, Pinpoint",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
