Stock #,Availability,Shape,Weight,Color,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Measurements Length,Measurements Width,Measurements Depth,Lab,Certificate ID,Treatment,Price Per Carat,Discount,Depth,Table,Girdle Thin,Girdle Thick,Girdle,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Milky Inclusions,Black Inclusions,White Inclusions,Open Inclusions,Center Inclusions,Pavilion Angle,Laser Inscription,Member Comments,Supplier Comments,Country,State,City,Parcel Stones,CertificateLink,Certificate Comment,Diamond Image,Diamond Video,Is Matched Pair Separable,Pair Stock #,Eye Clean,Shade,Brand,Type2A,Type2ALink,Trade Show,ReportType,reportIssueDate,reportIssueLocation,diamondJourney,cashDiscount%,Star Length,Lower Half,Heart and Arrow,H & A Image,Plotting Image
214-42A,G,RBC,1.31,L,,,,SI2,EX,EX,EX,N,N,7.06*7.09*4.29,7.06,7.09,4.29,IGI,414079635,,1758.900,46.700,60.60,57.50,Medium (Faceted) ,,3.30,,Pointed,,14.50,34.50,43.00,NONE,BT1,WT1,TO0,CO1,40.60,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/214-42A/still.jpg,https://srd.world/vision360/vision360.html?d=214-42A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,NEW YORK,,
7217-11,G,CU,1.20,F,,,,SI2,G,EX,VG,N,N,5.93*5.85*3.89,5.93,5.85,3.89,GIA,2356204491,,2585.000,45.000,66.40,66.00,STK to ETK,,,Faceted,,,,,,NONE,BT1,WT0,TO0,CO0,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/7217-11/still.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,MEDIUM,NO BGM,,,,,,,,,,,,,,
245-108A,G,RBC,0.91,M,,,,I1,EX,EX,EX,M,BLUE,6.31*6.27*3.75,6.31,6.27,3.75,GIA,2357528024,,1200.000,25.000,59.60,62.00,THN to STK,,3.50,Faceted,NON,,12.00,33.00,43.50,NONE,BT0,WT1,TO0,NV,41.20,GIA 2357528024 ,"GIA Color Is:-S, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/245-108A/still.jpg,https://srd.world/vision360/vision360.html?d=245-108A&s=0,,,MINOR,NO BGM,,,,,,,,,,50,80,NEW YORK,,
217-79A,G,OV,1.20,M,,,,VS2,G,EX,VG,N,N,8.49*5.83*3.52,8.49,5.83,3.52,GIA,2344477912,,1050.000,47.500,60.40,52.00,STK to ETK,,,Faceted,NONE,,,,,NONE,BT2,WT0,TO0,CO2,,GIA 2344477912,"GIA Color Is:-P, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/217-79A/still.jpg,https://srd.world/vision360/vision360.html?d=217-79A&s=0,,,EYE CLEAN NO,BROWN 3,,,,,,,,,,,,,,
238-108A,G,RBC,0.35,D,,,,VVS2,EX,EX,EX,VS,BLUE,4.49*4.46*2.83,4.49,4.46,2.83,GIA,6351516070,,1428.300,47.100,63.10,56.00,MED to STK,,3.50,Faceted,NON,,16.50,36.50,43.00,NONE,BT0,WT0,TO0,CO0,41.00,GIA 6351516070 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/238-108A/still.jpg,https://srd.world/vision360/vision360.html?d=238-108A&s=0,,,SURE,NO BGM,,,,,,,,,,50,80,NEW YORK,,
246-113A,G,RBC,0.35,D,,,,VS2,EX,EX,EX,N,N,4.52*4.49*2.81,4.52,4.49,2.81,GIA,2354622763,,1598.500,30.500,62.40,59.00,MED to STK,,4.00,Faceted,NON,,14.50,35.00,44.00,NONE,BT0,WT1,TO0,CO0,41.40,GIA 2354622763,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/246-113A/still.jpg,https://srd.world/vision360/vision360.html?d=246-113A&s=0,,,SURE,NO BGM,,,,,,,,,,45,75,NEW YORK,,
246-148A,G,OV,1.00,J,,,,SI2,VG,VG,VG,F,N,8.28*5.21*3.35,8.28,5.21,3.35,IGI,432029819,,1216.000,62.000,64.30,56.00,Medium To Thick (Faceted) ,,6.40,,Pointed,,17.50,41.00,41.50,NONE,BT2,WT1,TO0,CO2,39.60,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/246-148A/still.jpg,https://srd.world/vision360/vision360.html?d=246-148A&s=0,,,MINOR,NO BGM,,,,,,,,,,,,NEW YORK,,
245-26A,G,RBC,1.00,D,,,,I1,EX,EX,VG,N,N,6.38*6.30*4.00,6.38,6.30,4.00,GIA,7353539417,,3285.000,27.000,63.10,57.00,MED to STK,,4.00,Faceted,NON,,15.00,35.00,44.00,NONE,BT0,WT2,TO0,CO1,41.40,GIA 7353539417 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/245-26A/still.jpg,https://srd.world/vision360/vision360.html?d=245-26A&s=0,,,MINOR,NO BGM,,,,,,,,,,50,80,NEW YORK,,
222-459A,G,OV,0.30,E,,,,SI2,G,VG,G,N,N,4.97*3.67*2.34,4.97,3.67,2.34,GIA,1349851023,,724.500,48.250,63.90,61.00,MED to ETK,,,Faceted,NONE,,,,,NONE,BT1,WT1,TO0,CO2,,GIA 1349851023,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/Vision360/NoMedia/noimage.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,EYE CLEAN NO,NO BGM,,,,,,,,,,,,,,
DSSRD-7,G,RBC,1.01,E,,,,SI2,VG,EX,VG,N,,6.40*6.30*3.93,6.40,6.30,3.93,IGI,432026628,,2542.000,59.000,61.80,61.00,Slightly Thick To Thick (Faceted) ,,,0,0,,13.50,34.90,43.00,NONE,BT1,WT1,NV,CO0,40.90,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,,,,,MEDIUM,NO BGM,,,,,,,,,,0,0,,,
222-454A,G,PB,0.32,F,,,,SI2,EX,EX,VG,F,N,5.78*3.85*2.40,5.78,3.85,2.40,GIA,1349953559,,646.750,50.250,62.30,61.00,STK to THK,,,Faceted,NONE,,,,,NONE,BT0,WT1,TO0,CO0,,GIA 1349953559,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/222-454A/still.jpg,https://srd.world/vision360/vision360.html?d=222-454A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
0119-43,G,RBC,0.96,F,,,,SI2,G,EX,G,N,N,6.11*6.04*4.04,6.11,6.04,4.04,GIA,3235729930,,2702.500,42.500,66.50,58.00,THN to VTK,,,Faceted,,,16.50,,44.00,NONE,BT1,WT2,TO0,CO1,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/0119-43/still.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,MEDIUM,NO BGM,,,,,,,,,,,,,,
225-1B,G,PB,0.50,L,,,,SI1,VG,EX,VG,N,N,6.61*4.40*2.81,6.61,4.40,2.81,GIA,2347955753,,540.000,55.000,63.90,56.00,THK to VTK,,,Faceted,NONE,,,,,NONE,BT0,WT1,TO0,CO1,,GIA 2347955753,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/225-1B/still.jpg,https://srd.world/vision360/vision360.html?d=225-1B&s=0,,,EYE CLEAN YES,BROWN/GRAY/PINK,,,,,,,,,,,,,,
245-6B,G,EM,0.62,F,,,,SI2,EX,EX,EX,N,N,5.72*4.24*2.86,5.72,4.24,2.86,GIA,6351376970,,1050.000,47.500,67.40,63.00,MED to STK,,,,NON,,,,,NONE,BT1,WT2,NV,CO0,,GIA 6351376970,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/245-6B/still.jpg,https://srd.world/vision360/vision360.html?d=245-6B&s=0,,,MINOR,NO BGM,,,,,,,,,,,,NEW YORK,,
216-505A,G,PB,0.30,G,,,,SI2,VG,EX,G,N,N,5.62*3.85*2.35,5.62,3.85,2.35,GIA,2348767105,,624.000,48.000,61.00,59.00,MED to VTK,,,Faceted,NONE,,,,,NONE,NV,WT1,TO0,CO1,,GIA 2348767105,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/216-505A/still.jpg,https://srd.world/vision360/vision360.html?d=216-505A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
227-27A,G,RBC,0.46,F,,,,VVS1,EX,EX,EX,N,N,4.96*4.93*3.08,4.96,4.93,3.08,GIA,2344828600,,2425.750,21.750,62.20,57.00,MED to STK,,3.50,Faceted,NONE,,15.00,34.50,44.00,NONE,BT0,WT0,TO0,CO0,41.40,GIA 2344828600,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/Vision360/NoMedia/noimage.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,EYE CLEAN YES,NO BGM,,,,,,,,,,50,75,,,
245-51A,G,RBC,1.01,J,,,,SI2,VG,EX,VG,M,N,6.24*6.31*4.04,6.24,6.31,4.04,IGI,425073433,,1822.500,59.500,64.30,59.00,Medium To Slightly Thick (Faceted) ,,5.40,,Pointed,,14.50,34.50,45.00,NONE,BT1,WT2,TO0,CO1,41.90,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/245-51A/still.jpg,https://srd.world/vision360/vision360.html?d=245-51A&s=0,,,MINOR,NO BGM,,,,,,,,,,,,NEW YORK,,
241-94A,M,RBC,1.01,M,,,,VVS1,EX,EX,EX,N,N,6.38*6.34*4.01,6.38,6.34,4.01,GIA,7356138020,,1852.500,52.500,63.00,56.00,MED to STK,,4.00,Faceted,NONE,,16.00,35.50,43.00,NONE,BT0,WT0,TO0,CO0,40.80,GIA 7356138020,"GIA Color Is:-Q, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/241-94A/still.jpg,https://srd.world/vision360/vision360.html?d=241-94A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,50,80,,,
227-117B,G,PB,0.30,I,,,,SI2,G,VG,F,M,BLUE,5.32*3.71*2.47,5.32,3.71,2.47,GIA,6341955896,,450.000,55.000,66.50,52.00,THK to ETK,,,Faceted,NONE,,,,,NONE,BT0,WT1,TO0,CO1,,GIA 6341955896,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/227-117B/still.jpg,https://srd.world/vision360/vision360.html?d=227-117B&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
225-35A,M,RBC,1.00,K,,,,I1,EX,EX,EX,F,N,6.39*6.35*4.00,6.39,6.35,4.00,GIA,3355077798,,1761.750,39.250,62.80,55.00,MED to STK,,3.50,Faceted,NONE,,16.50,36.00,43.00,NONE,BT2,WT1,TO0,CO0,40.60,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/225-35A/still.jpg,https://srd.world/vision360/vision360.html?d=225-35A&s=0,,,EYE CLEAN NO,BROWN 1,,,,,,,,,,50,75,,,
205-23A,G,RBC,1.00,I,,,,SI2,G,EX,G,M,N,6.28*6.38*3.86,6.28,6.38,3.86,IGI,407934803,,1837.500,62.500,60.70,60.00,Medium To Very Thick (Faceted) ,,5.80,Faceted,Pointed,,13.00,32.40,42.00,NONE,BT1,WT1,TO0,CO1,40.20,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/205-23A/still.jpg,https://srd.world/vision360/vision360.html?d=205-23A&s=0,,,MINOR,NO BGM,,,,,,,,,,,,,,
222-333A,G,PB,0.37,D,,,,VVS1,EX,EX,VG,F,N,6.02*4.15*2.47,6.02,4.15,2.47,GIA,6342738357,,1201.750,47.750,59.70,62.00,STK to VTK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 6342738357,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/222-333A/still.jpg,https://srd.world/vision360/vision360.html?d=222-333A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
246-138A,M,RBC,0.40,K,,,,SI2,VG,EX,VG,F,N,4.71*4.64*2.95,4.71,4.64,2.95,GIA,6352624284,,715.000,45.000,63.10,56.00,MED to THK,,4.50,Faceted,NON,,14.50,33.00,44.00,NONE,BT0,WT1,TO0,CO1,41.60,GIA 6352624284,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/246-138A/still.jpg,https://srd.world/vision360/vision360.html?d=246-138A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,50,75,NEW YORK,,
DSSRD-12,G,RBC,0.96,D,,,,SI2,VG,VG,G,N,,6.12*6.04*3.96,6.12,6.04,3.96,IGI,432026623,,2597.000,51.000,65.00,57.00,Thick (Faceted) ,,,0,0,,17.00,38.50,42.00,NONE,BT1,WT1,TO0,CO1,40.10,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,,,,,MEDIUM,NO BGM,,,,,,,,,,0,0,,,
239-95A,G,RBC,0.60,I,,,,VS2,VG,EX,VG,M,BLUE,5.30*5.26*3.41,5.30,5.26,3.41,GIA,6352516653,,1404.000,48.000,64.60,56.00,STK to THK,,5.00,Faceted,NON,,16.00,36.00,43.50,NONE,BT0,NV,TO0,CO1,41.00,GIA 6352516653 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/239-95A/still.jpg,https://srd.world/vision360/vision360.html?d=239-95A&s=0,,,SURE,NO BGM,,,,,,,,,,50,75,NEW YORK,,
225-59A,G,OV,0.38,F,,,,SI2,EX,EX,VG,F,N,5.43*4.11*2.58,5.43,4.11,2.58,GIA,2357014153,,799.500,38.500,62.70,56.00,STK to VTK,,,Faceted,NONE,,,,,NONE,BT1,WT1,TO0,CO1,,GIA 2357014153,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/225-59A/still.jpg,https://srd.world/vision360/vision360.html?d=225-59A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
236-89A,G,RBC,0.54,M,,,,VVS2,EX,EX,EX,S,BLUE,5.21*5.18*3.24,5.21,5.18,3.24,GIA,2356143472,,692.750,59.250,62.40,56.00,MED to STK,,3.50,Faceted,NONE,,16.00,36.00,43.00,NONE,BT0,WT0,TO0,CO0,40.60,GIA 2356143472,"GIA Color Is:-Q, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/Vision360/NoMedia/noimage.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,EYE CLEAN YES,NO BGM,,,,,,,,,,50,75,,,
236-84A,G,OV,0.50,M,,,,VS2,G,VG,VG,S,BLUE,6.38*4.60*2.60,6.38,4.60,2.60,GIA,7352097471,,1350.000,-35.000,56.50,57.00,STK to VTK,,,Faceted,NON,,,,,NONE,BT1,WT1,NV,CO1,,GIA 7352097471,"GIA Color Is:-U, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/236-84A/still.jpg,https://srd.world/vision360/vision360.html?d=236-84A&s=0,,,SURE,NO BGM,,,,,,,,,,,,NEW YORK,,
239-1C,G,PB,0.30,L,,,,VS1,EX,EX,VG,M,BLUE,5.97*3.67*2.27,5.97,3.67,2.27,GIA,6352630617,,474.000,40.750,61.80,57.00,MED to THK,,,Faceted,NON,,,,,NONE,BT0,WT1,TO0,CO0,,GIA 6352630617,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/239-1C/still.jpg,https://srd.world/vision360/vision360.html?d=239-1C&s=0,,,SURE,NO BGM,,,,,,,,,,,,NEW YORK,,
208-43A,G,RBC,1.00,G,,,,SI2,EX,EX,EX,N,N,6.30*6.35*4.01,6.30,6.35,4.01,IGI,395994625,,1792.000,68.000,63.40,56.50,Medium To Slightly Thick (Faceted),,4.10,Faceted,Pointed,,16.00,36.30,43.50,NONE,BT3,WT2,TO0,CO1,41.20,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,NEW YORK,,,,https://srd.world/vision360/imaged/208-43A/still.jpg,https://srd.world/vision360/vision360.html?d=208-43A&s=0,,,EYE CLEAN NO,NO BGM,,,,,,,,,,,,,,
244-125A,G,RBC,0.30,E,,,,SI1,EX,EX,EX,VS,BLUE,4.38*4.35*2.61,4.38,4.35,2.61,GIA,6351569758,,971.850,48.850,59.80,60.00,MED to STK,,3.50,Faceted,NON,,12.50,32.50,43.50,NONE,BT0,WT0,TO0,CO0,41.20,GIA 6351569758 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/244-125A/still.jpg,https://srd.world/vision360/vision360.html?d=244-125A&s=0,,,SURE,NO BGM,,,,,,,,,,55,80,NEW YORK,,
238-31A,M,RBC,0.30,F,,,,VVS2,VG,EX,VG,F,N,4.22*4.19*2.71,4.22,4.19,2.71,GIA,7351647699,,1320.200,42.600,64.50,57.00,STK to THK,,5.00,Faceted,NON,,15.50,35.50,44.00,NONE,BT0,WT0,TO0,CO0,41.60,GIA 7351647699,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/238-31A/still.jpg,https://srd.world/vision360/vision360.html?d=238-31A&s=0,,,SURE,NO BGM,,,,,,,,,,45,80,NEW YORK,,
217-12A,G,OV,1.00,K,,,,VVS1,VG,EX,VG,N,N,8.07*5.70*3.23,8.07,5.70,3.23,GIA,1348512416,,1836.000,46.000,56.70,59.00,STK to VTK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 1348512416,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/217-12A/still.jpg,https://srd.world/vision360/vision360.html?d=217-12A&s=0,,,EYE CLEAN YES,BROWN 1,,,,,,,,,,,,,,
234-350A,G,OV,0.31,I,,,,VS1,EX,EX,G,N,N,5.07*3.86*2.46,5.07,3.86,2.46,GIA,1345693488,,654.000,45.500,63.70,54.00,MED to VTK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 1345693488,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/Vision360/NoMedia/noimage.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
225-133A,G,PB,0.40,I,,,,VS2,EX,EX,VG,F,N,6.65*4.16*2.41,6.65,4.16,2.41,GIA,1347955829,,810.000,46.000,58.00,59.00,MED to THK,,,Faceted,NONE,,,,,NONE,BT1,WT1,TO0,NV,,GIA 1347955829,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/225-133A/still.jpg,https://srd.world/vision360/vision360.html?d=225-133A&s=0,,,EYE CLEAN YES,BROWN 1,,,,,,,,,,,,,,
224-44A,G,OV,0.51,K,,,,I1,VG,EX,VG,S,BLUE,6.49*4.52*2.61,6.49,4.52,2.61,GIA,6355097476,,508.500,43.500,57.60,59.00,MED to STK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 6355097476,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/224-44A/still.jpg,https://srd.world/vision360/vision360.html?d=224-44A&s=0,,,EYE CLEAN NO,NO BGM,,,,,,,,,,,,,,
205-11A,G,OV,1.01,I,,,,SI2,VG,VG,,M,N,8.02*5.82*3.50,8.02,5.82,3.50,IGI,407901072,,1520.000,60.000,60.10,59.00,Thin To Medium (Faceted) ,,2.50,Faceted,Pointed,,12.00,35.60,45.50,NONE,BT1,WT1,TO0,CO1,41.90,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/205-11A/still.jpg,https://srd.world/vision360/vision360.html?d=205-11A&s=0,,,EYE CLEAN NO,NO BGM,,,,,,,,,,,,,,
245-82A,M,PB,0.90,D,,,,SI2,VG,EX,VG,N,N,8.26*5.47*3.23,8.26,5.47,3.23,GIA,6351605976,,2332.000,47.000,59.10,58.00,MED to VTK,,,Faceted,NON,,,,,NONE,BT1,WT2,TO1,CO1,,GIA 6351605976,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/245-82A/still.jpg,https://srd.world/vision360/vision360.html?d=245-82A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,NEW YORK,,
1219-6,G,RBC,1.00,F,,,,I2,EX,EX,EX,S,N,6.42*6.39*3.99,6.42,6.39,3.99,GIA,2344255525,,2116.000,8.000,62.30,56.00,MED to STK,,,Faceted,,,15.50,,43.00,NONE,BT0,WT1,TO0,CO0,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/1219-6/still.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,,NO BGM,,,,,,,,,,,,,,
227-51A,G,OV,1.20,K,,,,SI2,G,EX,VG,F,N,8.53*5.88*3.55,8.53,5.88,3.55,GIA,1343840716,,1417.000,45.500,60.30,56.00,MED to ETK,,,Faceted,NONE,,,,,NONE,BT1,WT1,TO0,CO1,,GIA 1343840716,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/227-51A/still.jpg,https://srd.world/vision360/vision360.html?d=227-51A&s=0,,,EYE CLEAN NO,BROWN 3,,,,,,,,,,,,,,
SRD-2,G,RBC,1.01,F,,,,SI2,VG,VG,VG,M,,6.28*6.20*4.00,6.28,6.20,4.00,IGI,432026631,,2419.000,59.000,64.00,58.00,Slightly Thick To Thick (Faceted) ,,,0,0,,16.00,37.00,43.00,NONE,BT0,WT1,TO0,CO2,40.60,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/SRD-2/still.jpg,https://srd.world/vision360/vision360.html?d=SRD-2&s=0,,,MINOR,NO BGM,,,,,,,,,,0,0,,,
236-90A,G,OV,0.30,J,,,,VVS2,EX,EX,VG,S,BLUE,5.47*3.77*2.20,5.47,3.77,2.20,GIA,1359361169,,638.000,42.000,58.30,62.00,STK to THK,,,Faceted,NON,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 1359361169,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/236-90A/still.jpg,https://srd.world/vision360/vision360.html?d=236-90A&s=0,,,SURE,NO BGM,,,,,,,,,,,,NEW YORK,,
246-98A,M,OV,0.70,K,,,,SI2,VG,EX,VG,M,BLUE,7.43*4.66*3.00,7.43,4.66,3.00,GIA,1353646147,,960.000,36.000,64.40,57.00,MED to THK,,,Faceted,NON,,,,,NONE,BT0,WT1,TO0,CO1,,GIA 1353646147,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/246-98A/still.jpg,https://srd.world/vision360/vision360.html?d=246-98A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,NEW YORK,,
245-98C,M,PB,0.30,I,,,,I1,VG,EX,VG,F,N,6.09*3.62*2.24,6.09,3.62,2.24,GIA,2354644842,,595.000,15.000,61.90,61.00,STK to VTK,,,Faceted,NON,,,,,NONE,NV,WT1,TO0,CO1,,GIA 2354644842,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/245-98C/still.jpg,https://srd.world/vision360/vision360.html?d=245-98C&s=0,,,SURE,NO BGM,,,,,,,,,,,,NEW YORK,,
